"x1","x2","x3","x4","y1","y2","y3","y4"
10,10,10,8,8.04,9.14,7.46,6.58
8,8,8,8,6.95,8.14,6.77,5.76
13,13,13,8,7.58,8.74,12.74,7.71
9,9,9,8,8.81,8.77,7.11,8.84
11,11,11,8,8.33,9.26,7.81,8.47
14,14,14,8,9.96,8.1,8.84,7.04
6,6,6,8,7.24,6.13,6.08,5.25
4,4,4,19,4.26,3.1,5.39,12.5
12,12,12,8,10.84,9.13,8.15,5.56
7,7,7,8,4.82,7.26,6.42,7.91
5,5,5,8,5.68,4.74,5.73,6.89
10.0698939549737,9.94169982671738,10.1912767508067,8,8.00153304135427,9.14021731177997,7.39272988586128,6.57243539315648
8.16987841660157,8.02428184971213,8.03183663832024,8,6.9844876476815,8.13859135618899,6.80093966999277,5.78535858726595
12.9605687938631,12.9687767360359,13.1225349373184,8,7.54232557778154,8.73948888462596,12.7447204541806,7.69819768742658
9.05238263243809,8.96815634602681,8.96373941181228,8,8.80350630002003,8.76929962966219,7.17782492129132,8.84443643214647
10.9757897118106,11.037768405024,10.8248351129703,8,8.30208554118127,9.25833430852368,7.82075078784861,8.46020880843047
13.8480312904343,13.8820301621221,13.9680390715599,8,9.91962098515593,8.10145173012931,8.86962069521844,7.050143305948
6.04138625310734,6.03397874878719,6.08647126751021,8,7.1887367960494,6.13102135616448,6.04342259738408,5.27050315781962
4.02862685043365,4.10400260826573,3.82639451930299,19,4.26579636435676,3.10033830194455,5.3503670989126,12.4732944240468
11.9100955377333,11.9394733232446,11.8991300130263,8,10.8853439341327,9.13084069409501,8.08874866026454,5.58683162990026
7.0818112323992,6.87547777192667,7.13118256861344,8,4.82214751511533,7.26198194264062,6.42818325650133,7.93929853472859
5.09363332530484,5.18402505461127,5.10138131259009,8,5.68560174906719,4.74085100669414,5.79598684816994,6.88217813451309
9.96918325154111,9.85937565462664,10.0531324525364,8,8.0559287716439,9.1394823056953,7.50821370979957,6.57867594126612
7.93516951305792,8.11168616311625,7.9057311934419,8,6.93811915744841,8.14035726956278,6.72404317308031,5.78027616562787
12.9973399334587,13.0582504246384,13.1911130476743,8,7.54823064857814,8.74137396459375,12.8022155500297,7.70640634181444
8.95973445279524,8.91944144172594,8.842084511742,8,8.83354639751092,8.76895178585779,7.17247558074817,8.84692609495949
10.9254476322792,10.9252540348098,10.825965757668,8,8.3414770671092,9.25961634633504,7.84994422218204,8.46386434445158
14.0100838935003,14.124277004227,14.0329167155549,8,9.9598725102758,8.0997702710731,8.78695325401425,7.06762194199022
6.03395614875481,5.86798948198557,5.97660889495164,8,7.22826003737468,6.13175052257068,6.0330316712521,5.24781956822611
4.13342980192974,4.17859371006489,4.03493945961818,19,4.27053538614511,3.0999609250417,5.35519989336841,12.4778723811079
11.9831386369653,12.0969858451746,11.8689824756235,8,10.7862451202767,9.13113022231683,8.12160208265111,5.5489348061569
6.83108316482976,7.04357542162761,6.81445903852582,8,4.87637312191259,7.25929245074186,6.42816536880285,7.93333048423287
4.93441857472062,5.17810172811151,5.19508297666907,8,5.71441349659488,4.74017036080547,5.78256521619111,6.90987882312853
9.93025463912636,9.9897728308104,10.1191149516962,8,8.06457467014994,9.14120741002075,7.4785445378907,6.59699099493679
7.9774082028307,7.9896509418264,7.95438903542235,8,6.92769531740155,8.14181117138546,6.75368764089979,5.782072537411
12.9068741807714,13.1403209988959,12.8772919977084,8,7.55611523941811,8.74047145002335,12.7375160843376,7.69463270503096
8.97010904289782,8.84153409097344,9.04954926520586,8,8.75799243272282,8.77064451103378,7.05434402449615,8.85235990264453
10.9165158359334,10.8012526459992,11.0725471848622,8,8.33537594636623,9.25901740427408,7.77797786549851,8.447638083864
14.1443766043521,14.1188601712696,13.974654223118,8,9.90279990063328,8.10107701305114,8.8203719822634,7.06837638227269
6.09642062364146,5.84928710060194,5.95913798017427,8,7.20385739553534,6.1319551819656,6.10867417126522,5.27088257232215
3.80597928846255,3.80335002774373,4.09901810958982,19,4.23649280865397,3.09992234246526,5.40948067133315,12.5043492325535
12.0967972793616,12.1050803342834,12.0868197980337,8,10.8360352653638,9.13174227664992,8.0820358631406,5.54516611786559
7.18273943252862,6.89069755813107,6.86060112314299,8,4.87745467798412,7.26083014835324,6.46795036439225,7.92918539712206
4.84126521954313,4.83208514349535,5.03017151514068,8,5.63648078425787,4.73973694098555,5.72370906583406,6.9195219337102
10.0032389602624,9.85975122433156,10.1144154826179,8,8.06312884224392,9.13833912021387,7.52173819576763,6.59524413784966
8.04115425059572,7.80919955736026,8.12101102704182,8,6.9038211919805,8.13966263014451,6.74903754754364,5.74224814386573
12.8627129406668,12.9810665009543,13.1499821233563,8,7.54639063265547,8.73906511156447,12.7232918616105,7.71036358913407
9.1211493329145,8.9908129459247,9.1127363008447,8,8.8412979784701,8.770189250906,7.04729621337727,8.85426223911811
10.8848153084517,10.9146047931164,10.82046874566,8,8.33002914998215,9.26145038557611,7.8299858741425,8.48239739123732
14.1829144480638,14.0408523683436,13.9820601030253,8,9.96007780169789,8.09876155550964,8.79829817145877,7.02999535987154
6.0480075490661,6.10293057514355,5.83181805135682,8,7.23788528026547,6.12802839006111,6.07447714309767,5.25242844123859
3.84665790582076,3.99342877017334,4.00520524140447,19,4.284096876394,3.09972650276125,5.32973829119466,12.4977289714059
11.8760076588951,11.9279221727513,11.8247616147622,8,10.8573284274172,9.12849837114755,8.14747308435664,5.57848078775685
7.09189097415656,6.88619661135599,6.85147902527824,8,4.83636316067819,7.25808910578676,6.43932007092424,7.88934755227063
4.86469276724383,5.06776680070907,5.0834853425622,8,5.731924104142,4.73879386486672,5.74939814340323,6.89939125042874
9.86974175311625,10.02100996878,9.85482182446867,8,7.98902505241055,9.13807908380032,7.48915681497008,6.59638647028711
8.02517515337095,8.07429963815957,8.046023823414,8,6.93623441760801,8.13995704881475,6.82242578083649,5.76578383875545
12.9775606395677,12.9826243113726,13.1570185546763,8,7.60765921684913,8.74180133560207,12.7656731853336,7.73426306409761
8.80463482765481,8.89899001410231,9.06103855120018,8,8.78648262326326,8.77035788910277,7.12603530602343,8.83245695554651
10.9280281850137,10.8511489532888,10.9578193985857,8,8.28800065616239,9.25861717582401,7.77015199359506,8.45779637042433
14.0363150934689,14.051724280417,13.9003544547595,8,9.96543827152066,8.09850806630775,8.87341579673812,7.05335631190334
6.02638102974743,6.14590331865475,6.08327027112246,8,7.26746895095799,6.12873794099688,6.11616209246963,5.24680233776104
